run,arm,panel,setting,ckpt,rule,sr_is,sr_oos,decay,n_logged,legs,cplx,turnover
OPTM-SYNA05-02-s9000,OPT-medium,SYNA05-02,SYNA05,A,argmax,1.8811664173365024,-0.2931274843867083,2.174293901723211,217,1.0,5.333333333333333,0.5272137333333333
OPTM-SYNA05-02-s9000,OPT-medium,SYNA05-02,SYNA05,A,chosen,1.8811664173365024,-0.2931274843867083,2.174293901723211,217,1.0,5.333333333333333,
OPTM-SYNA05-02-s9001,OPT-medium,SYNA05-02,SYNA05,A,argmax,1.1823225256523786,-0.4214921140732359,1.6038146397256146,138,1.3333333333333333,4.333333333333333,0.4298782333333333
OPTM-SYNA05-02-s9001,OPT-medium,SYNA05-02,SYNA05,A,chosen,1.1823225256523786,-0.4214921140732359,1.6038146397256146,138,1.3333333333333333,4.333333333333333,
OPTM-SYNA05-02-s9002,OPT-medium,SYNA05-02,SYNA05,A,argmax,1.415310953607985,1.0151475624566255,0.40016339115135957,205,1.3333333333333333,3.0,0.14050750302973705
OPTM-SYNA05-02-s9002,OPT-medium,SYNA05-02,SYNA05,A,chosen,1.415310953607985,1.0151475624566255,0.40016339115135957,205,1.3333333333333333,3.0,
OPTM-SYNA05-03-s9000,OPT-medium,SYNA05-03,SYNA05,A,argmax,1.2118872131269143,-0.776706586901626,1.9885938000285401,161,1.0,2.3333333333333335,0.3458554333333333
OPTM-SYNA05-03-s9000,OPT-medium,SYNA05-03,SYNA05,A,chosen,1.2118872131269143,-0.776706586901626,1.9885938000285401,161,1.0,2.3333333333333335,
OPTM-SYNA05-03-s9001,OPT-medium,SYNA05-03,SYNA05,A,argmax,1.9671444284849602,-0.2551056907572382,2.222250119242198,207,1.0,7.333333333333333,0.8608485666666666
OPTM-SYNA05-03-s9001,OPT-medium,SYNA05-03,SYNA05,A,chosen,1.9671444284849602,-0.2551056907572382,2.222250119242198,207,1.0,7.333333333333333,
OPTM-SYNA05-03-s9002,OPT-medium,SYNA05-03,SYNA05,A,argmax,1.6933761660941182,-0.5649880080752426,2.258364174169361,172,2.3333333333333335,3.6666666666666665,0.5509332166666666
OPTM-SYNA05-03-s9002,OPT-medium,SYNA05-03,SYNA05,A,chosen,1.6933761660941182,-0.5649880080752426,2.258364174169361,172,2.3333333333333335,3.6666666666666665,
OPTM-SYNA10-00-s9000,OPT-medium,SYNA10-00,SYNA10,A,argmax,1.9865198142068725,2.2887886541913165,-0.302268839984444,148,1.0,2.3333333333333335,0.33779000000000003
OPTM-SYNA10-00-s9000,OPT-medium,SYNA10-00,SYNA10,A,chosen,1.9865198142068725,2.2887886541913165,-0.302268839984444,148,1.0,2.3333333333333335,
OPTM-SYNA10-00-s9001,OPT-medium,SYNA10-00,SYNA10,A,argmax,1.9451232771433464,2.2177792112577617,-0.27265593411441524,172,1.0,2.3333333333333335,0.3420796
OPTM-SYNA10-00-s9001,OPT-medium,SYNA10-00,SYNA10,A,chosen,1.9451232771433464,2.2177792112577617,-0.27265593411441524,172,1.0,2.3333333333333335,
OPTM-SYNA10-00-s9002,OPT-medium,SYNA10-00,SYNA10,A,argmax,2.3047439759078014,1.5222283381886499,0.7825156377191516,190,1.6666666666666667,4.666666666666667,0.3603119666666667
OPTM-SYNA10-00-s9002,OPT-medium,SYNA10-00,SYNA10,A,chosen,2.3047439759078014,1.5222283381886499,0.7825156377191516,190,1.6666666666666667,4.666666666666667,
OPTM-SYNA10-01-s9000,OPT-medium,SYNA10-01,SYNA10,A,argmax,1.4710583026054158,1.185679514346969,0.28537878825844687,183,1.0,4.333333333333333,0.2585841437658377
OPTM-SYNA10-01-s9000,OPT-medium,SYNA10-01,SYNA10,A,chosen,1.4710583026054158,1.185679514346969,0.28537878825844687,183,1.0,4.333333333333333,
OPTM-SYNA10-01-s9001,OPT-medium,SYNA10-01,SYNA10,A,argmax,2.4155970280376904,2.515302111462928,-0.09970508342523754,158,1.0,4.666666666666667,0.3562834333333333
OPTM-SYNA10-01-s9001,OPT-medium,SYNA10-01,SYNA10,A,chosen,2.4155970280376904,2.515302111462928,-0.09970508342523754,158,1.0,4.666666666666667,
OPTM-SYNA10-01-s9002,OPT-medium,SYNA10-01,SYNA10,A,argmax,1.9201782920695427,0.8379364064936767,1.082241885575866,229,3.3333333333333335,12.0,0.3042941833333333
OPTM-SYNA10-01-s9002,OPT-medium,SYNA10-01,SYNA10,A,chosen,1.9201782920695427,0.8379364064936767,1.082241885575866,229,3.3333333333333335,12.0,
OPTM-SYNA10-02-s9000,OPT-medium,SYNA10-02,SYNA10,A,argmax,2.536381411339317,-1.1149216839087992,3.651303095248116,164,1.0,3.0,0.32175101666666667
OPTM-SYNA10-02-s9000,OPT-medium,SYNA10-02,SYNA10,A,chosen,2.536381411339317,-1.1149216839087992,3.651303095248116,164,1.0,3.0,
OPTM-SYNA10-02-s9001,OPT-medium,SYNA10-02,SYNA10,A,argmax,2.1400438793129744,0.9669108598386792,1.173133019474295,138,1.0,3.6666666666666665,0.41010266666666667
OPTM-SYNA10-02-s9001,OPT-medium,SYNA10-02,SYNA10,A,chosen,2.1400438793129744,0.9669108598386792,1.173133019474295,138,1.0,3.6666666666666665,
OPTM-SYNA10-02-s9002,OPT-medium,SYNA10-02,SYNA10,A,argmax,2.3133905074947667,0.5810968363614026,1.732293671133364,216,2.0,6.666666666666667,0.3079521666666667
OPTM-SYNA10-02-s9002,OPT-medium,SYNA10-02,SYNA10,A,chosen,2.3133905074947667,0.5810968363614026,1.732293671133364,216,2.0,6.666666666666667,
OPTM-SYNA10-03-s9000,OPT-medium,SYNA10-03,SYNA10,A,argmax,1.58629261309866,0.9004825378192199,0.6858100752794402,147,1.0,3.0,0.32730601666666664
OPTM-SYNA10-03-s9000,OPT-medium,SYNA10-03,SYNA10,A,chosen,1.58629261309866,0.9004825378192199,0.6858100752794402,147,1.0,3.0,
OPTM-SYNA10-03-s9001,OPT-medium,SYNA10-03,SYNA10,A,argmax,1.9177757401193904,0.9262753823198762,0.9915003577995143,144,2.3333333333333335,7.0,0.29010865
OPTM-SYNA10-03-s9001,OPT-medium,SYNA10-03,SYNA10,A,chosen,1.9177757401193904,0.9262753823198762,0.9915003577995143,144,2.3333333333333335,7.0,
OPTM-SYNA10-03-s9002,OPT-medium,SYNA10-03,SYNA10,A,argmax,1.8610386624295698,0.940670682447813,0.9203679799817568,224,2.3333333333333335,5.333333333333333,0.2691003
OPTM-SYNA10-03-s9002,OPT-medium,SYNA10-03,SYNA10,A,chosen,1.8610386624295698,0.940670682447813,0.9203679799817568,224,2.3333333333333335,5.333333333333333,
OPTS-REAL-s9000,OPT-soft,REAL,REAL,A,argmax,1.2427210616070223,1.239238929983761,0.0034821316232613864,186,1.0,1.6666666666666667,0.4313839718434273
OPTS-REAL-s9000,OPT-soft,REAL,REAL,A,chosen,1.2427210616070223,1.239238929983761,0.0034821316232613864,186,1.0,1.6666666666666667,
OPTS-REAL-s9001,OPT-soft,REAL,REAL,A,argmax,1.6663585112540187,1.3368947736670227,0.329463737586996,206,1.0,4.0,0.2841907271127852
OPTS-REAL-s9001,OPT-soft,REAL,REAL,A,chosen,1.6663585112540187,1.3368947736670227,0.329463737586996,206,1.0,4.0,
OPTS-REAL-s9002,OPT-soft,REAL,REAL,A,argmax,2.0209489280933877,0.7451668749012702,1.2757820531921173,230,1.0,4.0,0.36185214947509886
OPTS-REAL-s9002,OPT-soft,REAL,REAL,A,chosen,2.0209489280933877,0.7451668749012702,1.2757820531921173,230,1.0,4.0,
OPTS-REAL-s9003,OPT-soft,REAL,REAL,A,argmax,1.6155218109462108,0.7813269946469472,0.8341948162992636,223,1.0,4.333333333333333,0.40183164300388513
OPTS-REAL-s9003,OPT-soft,REAL,REAL,A,chosen,1.6155218109462108,0.7813269946469472,0.8341948162992636,223,1.0,4.333333333333333,
OPTS-REAL-s9004,OPT-soft,REAL,REAL,A,argmax,1.8214913830318282,1.548139795635487,0.27335158739634124,203,1.0,3.3333333333333335,0.6518532030019039
OPTS-REAL-s9004,OPT-soft,REAL,REAL,A,chosen,1.8214913830318282,1.548139795635487,0.27335158739634124,203,1.0,3.3333333333333335,
OPTS-SYN0-00-s9000,OPT-soft,SYN0-00,SYN0,A,argmax,0.8165648720804581,-0.7839255883921773,1.6004904604726353,197,1.0,1.6666666666666667,0.09424376666666667
OPTS-SYN0-00-s9000,OPT-soft,SYN0-00,SYN0,A,chosen,0.8165648720804581,-0.7839255883921773,1.6004904604726353,197,1.0,1.6666666666666667,
OPTS-SYN0-00-s9001,OPT-soft,SYN0-00,SYN0,A,argmax,1.4605274825706642,0.09286566651085346,1.3676618160598109,237,1.3333333333333333,7.666666666666667,0.38572708333333333
OPTS-SYN0-00-s9001,OPT-soft,SYN0-00,SYN0,A,chosen,1.4605274825706642,0.09286566651085346,1.3676618160598109,237,1.3333333333333333,7.666666666666667,
OPTS-SYN0-00-s9002,OPT-soft,SYN0-00,SYN0,A,argmax,2.2206020530373034,-0.30268345709861394,2.5232855101359175,220,1.0,12.333333333333334,0.29333835
OPTS-SYN0-00-s9002,OPT-soft,SYN0-00,SYN0,A,chosen,2.2206020530373034,-0.30268345709861394,2.5232855101359175,220,1.0,12.333333333333334,
OPTS-SYN0-01-s9000,OPT-soft,SYN0-01,SYN0,A,argmax,1.5100815709005726,-1.3576219287225233,2.867703499623096,237,1.3333333333333333,6.333333333333333,0.5821199499999999
OPTS-SYN0-01-s9000,OPT-soft,SYN0-01,SYN0,A,chosen,1.5100815709005726,-1.3576219287225233,2.867703499623096,237,1.3333333333333333,6.333333333333333,
OPTS-SYN0-01-s9001,OPT-soft,SYN0-01,SYN0,A,argmax,2.070072293660129,-1.5840382170190628,3.6541105106791916,243,1.0,4.0,0.6000443177108078
OPTS-SYN0-01-s9001,OPT-soft,SYN0-01,SYN0,A,chosen,2.070072293660129,-1.5840382170190628,3.6541105106791916,243,1.0,4.0,
OPTS-SYN0-01-s9002,OPT-soft,SYN0-01,SYN0,A,argmax,2.0743552654812993,-0.6060583897562964,2.680413655237596,239,1.0,6.0,0.7657832166666667
OPTS-SYN0-01-s9002,OPT-soft,SYN0-01,SYN0,A,chosen,2.0743552654812993,-0.6060583897562964,2.680413655237596,239,1.0,6.0,
OPTS-SYN0-02-s9000,OPT-soft,SYN0-02,SYN0,A,argmax,1.2498302246220354,-0.7893940193107567,2.039224243932792,194,1.3333333333333333,2.6666666666666665,0.7374642333333333
OPTS-SYN0-02-s9000,OPT-soft,SYN0-02,SYN0,A,chosen,1.2498302246220354,-0.7893940193107567,2.039224243932792,194,1.3333333333333333,2.6666666666666665,
OPTS-SYN0-02-s9001,OPT-soft,SYN0-02,SYN0,A,argmax,1.9819586074790916,-0.9023717323019397,2.884330339781031,231,1.3333333333333333,4.0,0.45506555502365265
OPTS-SYN0-02-s9001,OPT-soft,SYN0-02,SYN0,A,chosen,1.9819586074790916,-0.9023717323019397,2.884330339781031,231,1.3333333333333333,4.0,
OPTS-SYN0-02-s9002,OPT-soft,SYN0-02,SYN0,A,argmax,1.6763796143755776,-2.901439803163682,4.57781941753926,195,1.3333333333333333,6.333333333333333,0.4171311166666667
OPTS-SYN0-02-s9002,OPT-soft,SYN0-02,SYN0,A,chosen,1.6763796143755776,-2.901439803163682,4.57781941753926,195,1.3333333333333333,6.333333333333333,
OPTS-SYN0-03-s9000,OPT-soft,SYN0-03,SYN0,A,argmax,1.37298800644059,-0.636807137209599,2.009795143650189,234,1.0,11.0,0.28333086666666674
OPTS-SYN0-03-s9000,OPT-soft,SYN0-03,SYN0,A,chosen,1.37298800644059,-0.636807137209599,2.009795143650189,234,1.0,11.0,
OPTS-SYN0-03-s9001,OPT-soft,SYN0-03,SYN0,A,argmax,1.6499055511800544,-0.3839536971636361,2.0338592483436906,240,1.3333333333333333,5.666666666666667,0.34654653333333335
OPTS-SYN0-03-s9001,OPT-soft,SYN0-03,SYN0,A,chosen,1.6499055511800544,-0.3839536971636361,2.0338592483436906,240,1.3333333333333333,5.666666666666667,
OPTS-SYN0-03-s9002,OPT-soft,SYN0-03,SYN0,A,argmax,2.236323371498011,0.7866797473428108,1.4496436241552004,239,1.6666666666666667,5.0,0.4795075679709114
OPTS-SYN0-03-s9002,OPT-soft,SYN0-03,SYN0,A,chosen,2.236323371498011,0.7866797473428108,1.4496436241552004,239,1.6666666666666667,5.0,
OPTS-SYN0-04-s9000,OPT-soft,SYN0-04,SYN0,A,argmax,1.3039730137429602,0.07913089460297977,1.2248421191399803,190,1.0,1.6666666666666667,0.7572332166666667
OPTS-SYN0-04-s9000,OPT-soft,SYN0-04,SYN0,A,chosen,1.3039730137429602,0.07913089460297977,1.2248421191399803,190,1.0,1.6666666666666667,
OPTS-SYN0-04-s9001,OPT-soft,SYN0-04,SYN0,A,argmax,1.7426983579884547,0.14823070029032098,1.5944676576981338,244,1.0,6.666666666666667,0.26659453333333333
OPTS-SYN0-04-s9001,OPT-soft,SYN0-04,SYN0,A,chosen,1.7426983579884547,0.14823070029032098,1.5944676576981338,244,1.0,6.666666666666667,
OPTS-SYN0-04-s9002,OPT-soft,SYN0-04,SYN0,A,argmax,1.2156532922153653,1.696436514680112,-0.4807832224647466,196,2.0,4.333333333333333,0.1419231333333333
OPTS-SYN0-04-s9002,OPT-soft,SYN0-04,SYN0,A,chosen,1.2156532922153653,1.696436514680112,-0.4807832224647466,196,2.0,4.333333333333333,
OPTS-SYN0-05-s9000,OPT-soft,SYN0-05,SYN0,A,argmax,1.4840882906139914,1.1511909266644684,0.33289736394952296,207,1.0,4.0,0.037020550000000006
OPTS-SYN0-05-s9000,OPT-soft,SYN0-05,SYN0,A,chosen,1.4840882906139914,1.1511909266644684,0.33289736394952296,207,1.0,4.0,
OPTS-SYN0-05-s9001,OPT-soft,SYN0-05,SYN0,A,argmax,1.7544673973604676,-0.07499720060884237,1.82946459796931,231,1.3333333333333333,8.0,0.6154333182276895
OPTS-SYN0-05-s9001,OPT-soft,SYN0-05,SYN0,A,chosen,1.7544673973604676,-0.07499720060884237,1.82946459796931,231,1.3333333333333333,8.0,
OPTS-SYN0-05-s9002,OPT-soft,SYN0-05,SYN0,A,argmax,1.5549717993281147,0.5781010103825792,0.9768707889455355,218,1.0,3.0,0.15909485395385198
OPTS-SYN0-05-s9002,OPT-soft,SYN0-05,SYN0,A,chosen,1.5549717993281147,0.5781010103825792,0.9768707889455355,218,1.0,3.0,
OPTS-SYN0-06-s9000,OPT-soft,SYN0-06,SYN0,A,argmax,1.3935856214796634,1.479202411985444,-0.08561679050578075,215,2.0,4.666666666666667,0.13127323333333335
OPTS-SYN0-06-s9000,OPT-soft,SYN0-06,SYN0,A,chosen,1.3935856214796634,1.479202411985444,-0.08561679050578075,215,2.0,4.666666666666667,
OPTS-SYN0-06-s9001,OPT-soft,SYN0-06,SYN0,A,argmax,1.8554017734982702,1.1779562645429145,0.6774455089553557,237,1.0,4.666666666666667,0.3761168833333333
OPTS-SYN0-06-s9001,OPT-soft,SYN0-06,SYN0,A,chosen,1.8554017734982702,1.1779562645429145,0.6774455089553557,237,1.0,4.666666666666667,
OPTS-SYN0-06-s9002,OPT-soft,SYN0-06,SYN0,A,argmax,1.2955803233769394,1.8041423281511022,-0.5085620047741628,170,1.0,1.3333333333333333,0.0916464
OPTS-SYN0-06-s9002,OPT-soft,SYN0-06,SYN0,A,chosen,1.2955803233769394,1.8041423281511022,-0.5085620047741628,170,1.0,1.3333333333333333,
OPTS-SYN0-07-s9000,OPT-soft,SYN0-07,SYN0,A,argmax,1.8992089457803787,0.9993920645304956,0.8998168812498831,207,1.0,3.0,0.7523211999999999
OPTS-SYN0-07-s9000,OPT-soft,SYN0-07,SYN0,A,chosen,1.8992089457803787,0.9993920645304956,0.8998168812498831,207,1.0,3.0,
OPTS-SYN0-07-s9001,OPT-soft,SYN0-07,SYN0,A,argmax,1.8043325986370389,-0.33273996897371966,2.1370725676107587,224,1.3333333333333333,3.0,0.9172063115797946
OPTS-SYN0-07-s9001,OPT-soft,SYN0-07,SYN0,A,chosen,1.8043325986370389,-0.33273996897371966,2.1370725676107587,224,1.3333333333333333,3.0,
OPTS-SYN0-07-s9002,OPT-soft,SYN0-07,SYN0,A,argmax,1.4502892356238075,0.030735687987678124,1.4195535476361294,203,1.3333333333333333,3.0,0.6644188666666666
OPTS-SYN0-07-s9002,OPT-soft,SYN0-07,SYN0,A,chosen,1.4502892356238075,0.030735687987678124,1.4195535476361294,203,1.3333333333333333,3.0,
OPTS-SYN0-08-s9000,OPT-soft,SYN0-08,SYN0,A,argmax,1.5104335421899755,0.7033353521884448,0.8070981900015307,212,1.0,4.333333333333333,0.1976969833333333
OPTS-SYN0-08-s9000,OPT-soft,SYN0-08,SYN0,A,chosen,1.5104335421899755,0.7033353521884448,0.8070981900015307,212,1.0,4.333333333333333,
OPTS-SYN0-08-s9001,OPT-soft,SYN0-08,SYN0,A,argmax,1.8173774992102782,-1.5588753918805929,3.3762528910908713,236,1.3333333333333333,7.0,0.6773164852954084
OPTS-SYN0-08-s9001,OPT-soft,SYN0-08,SYN0,A,chosen,1.8173774992102782,-1.5588753918805929,3.3762528910908713,236,1.3333333333333333,7.0,
OPTS-SYN0-08-s9002,OPT-soft,SYN0-08,SYN0,A,argmax,1.9235927869089584,1.1814978511538565,0.7420949357551019,205,1.0,7.0,0.21795316666666664
OPTS-SYN0-08-s9002,OPT-soft,SYN0-08,SYN0,A,chosen,1.9235927869089584,1.1814978511538565,0.7420949357551019,205,1.0,7.0,
OPTS-SYN0-09-s9000,OPT-soft,SYN0-09,SYN0,A,argmax,1.8131589775153178,0.4717263551042961,1.3414326224110218,202,1.3333333333333333,3.6666666666666665,0.37910888333333337
OPTS-SYN0-09-s9000,OPT-soft,SYN0-09,SYN0,A,chosen,1.8131589775153178,0.4717263551042961,1.3414326224110218,202,1.3333333333333333,3.6666666666666665,
OPTS-SYN0-09-s9001,OPT-soft,SYN0-09,SYN0,A,argmax,2.3576601911269472,0.5742290959306436,1.7834310951963035,233,1.0,3.0,0.67643730742265
OPTS-SYN0-09-s9001,OPT-soft,SYN0-09,SYN0,A,chosen,2.3576601911269472,0.5742290959306436,1.7834310951963035,233,1.0,3.0,
OPTS-SYN0-09-s9002,OPT-soft,SYN0-09,SYN0,A,argmax,2.1856252004542176,0.39606130641169957,1.789563894042518,236,1.3333333333333333,6.333333333333333,0.4515513500000001
OPTS-SYN0-09-s9002,OPT-soft,SYN0-09,SYN0,A,chosen,2.1856252004542176,0.39606130641169957,1.789563894042518,236,1.3333333333333333,6.333333333333333,
OPTS-SYN0-10-s9000,OPT-soft,SYN0-10,SYN0,A,argmax,2.243584566382608,1.2595804380032598,0.9840041283793484,233,1.0,7.666666666666667,0.44199686666666665
OPTS-SYN0-10-s9000,OPT-soft,SYN0-10,SYN0,A,chosen,2.243584566382608,1.2595804380032598,0.9840041283793484,233,1.0,7.666666666666667,
OPTS-SYN0-10-s9001,OPT-soft,SYN0-10,SYN0,A,argmax,2.3575279696994613,0.41611713037679376,1.9414108393226677,248,1.0,10.0,0.5451460497845754
OPTS-SYN0-10-s9001,OPT-soft,SYN0-10,SYN0,A,chosen,2.3575279696994613,0.41611713037679376,1.9414108393226677,248,1.0,10.0,
OPTS-SYN0-10-s9002,OPT-soft,SYN0-10,SYN0,A,argmax,1.259257111090247,0.4147178631362061,0.844539247954041,225,1.0,5.666666666666667,0.5238987666666667
OPTS-SYN0-10-s9002,OPT-soft,SYN0-10,SYN0,A,chosen,1.259257111090247,0.4147178631362061,0.844539247954041,225,1.0,5.666666666666667,
OPTS-SYN0-11-s9000,OPT-soft,SYN0-11,SYN0,A,argmax,1.1697119443687864,0.9131522715307842,0.2565596728380023,186,1.0,1.6666666666666667,0.1023305
OPTS-SYN0-11-s9000,OPT-soft,SYN0-11,SYN0,A,chosen,1.1697119443687864,0.9131522715307842,0.2565596728380023,186,1.0,1.6666666666666667,
OPTS-SYN0-11-s9001,OPT-soft,SYN0-11,SYN0,A,argmax,1.4297426063456877,1.0395901469170021,0.3901524594286856,226,2.0,6.333333333333333,0.10994064999999999
OPTS-SYN0-11-s9001,OPT-soft,SYN0-11,SYN0,A,chosen,1.4297426063456877,1.0395901469170021,0.3901524594286856,226,2.0,6.333333333333333,
OPTS-SYN0-11-s9002,OPT-soft,SYN0-11,SYN0,A,argmax,1.2622094953623662,-0.26263066790578177,1.5248401632681479,205,1.0,4.333333333333333,0.8375864975083548
OPTS-SYN0-11-s9002,OPT-soft,SYN0-11,SYN0,A,chosen,1.2622094953623662,-0.26263066790578177,1.5248401632681479,205,1.0,4.333333333333333,
