N,k,sr_train,sr_oos,sr_train_sd,panel
50,20,1.1031204260657108,0.32556806758430484,0.263623479553544,SYN0-10
100,1,1.2134529147989528,-0.00036177741341424595,0.18352852680583095,SYN0-10
100,2,1.391932366342067,-0.016516411883439476,0.23717793517301122,SYN0-10
100,3,1.5028084434897633,0.16814223426376068,0.23550167635122166,SYN0-10
100,5,1.60931065397203,0.1173626824892689,0.30390175013605564,SYN0-10
100,8,1.60549668623505,0.3817808337630646,0.3087730089174965,SYN0-10
100,12,1.509327275261564,0.3601930985474146,0.26577053545762985,SYN0-10
100,20,1.497949919377953,0.2719492801177627,0.23680911564369395,SYN0-10
200,1,1.3299817801600882,-0.06063146490512608,0.10277772159173985,SYN0-10
200,2,1.5168737042096496,-0.01708812031879716,0.16703957966495478,SYN0-10
200,3,1.6105194850506488,0.01848705143801394,0.20142721051282111,SYN0-10
200,5,1.8491062336263717,0.0977335444795189,0.2521616562221976,SYN0-10
200,8,1.933112371579889,0.07127143360574725,0.28008663511099785,SYN0-10
200,12,1.938349901476564,0.21535541119950288,0.2811489678656984,SYN0-10
200,20,1.7506705394013558,0.4707971464670966,0.25815763712376877,SYN0-10
400,1,1.3969367495470368,0.3345354728748056,0.02393909352416445,SYN0-10
400,2,1.6055799205137753,-0.13403864087076214,0.17022566000901185,SYN0-10
400,3,1.5038319404104517,-0.22412281138874285,0.1407467239873141,SYN0-10
400,5,1.7632147408565253,-0.2517817559699607,0.16660786606609454,SYN0-10
400,8,2.1847002719976594,0.1306279504470853,0.192702937775835,SYN0-10
400,12,2.315905239746703,0.2910110305854346,0.1697547589448804,SYN0-10
400,20,2.2439561374376065,-0.10348573785625546,0.13357982080566427,SYN0-10
25,1,0.8701988285421557,-0.033631933690815075,0.20487245827416337,SYN0-11
25,2,0.9709327083429516,-0.011810367295976057,0.24337091618972737,SYN0-11
25,3,1.0049330773978424,-0.0434339428793846,0.263715180868449,SYN0-11
25,5,1.0662201196313543,0.056184747193409816,0.2831689582308655,SYN0-11
25,8,1.0378115546648,0.10133747001244078,0.26601135769271755,SYN0-11
25,12,0.9345160420914465,0.03739420277773311,0.24355238699100024,SYN0-11
25,20,0.7331521849299386,0.042284331944983766,0.21047731998241753,SYN0-11
50,1,0.9782675093929859,0.09011617086002797,0.16689188551042997,SYN0-11
50,2,1.1336975272346481,-0.02280797862972622,0.21947650637569047,SYN0-11
50,3,1.1932411301640127,-0.03737609606855429,0.25327675752069917,SYN0-11
50,5,1.2759132347546749,-0.01321064849701322,0.28147729166488794,SYN0-11
50,8,1.3003713542257593,0.03296534393916396,0.2769741766949827,SYN0-11
50,12,1.2478131148353493,0.09958004972371697,0.26089461415860915,SYN0-11
50,20,1.1223213599157063,0.09081637505748667,0.23560345041092862,SYN0-11
100,1,1.0812522422418163,0.07279759971647849,0.13260952221825842,SYN0-11
100,2,1.256904027160165,0.019170523331832418,0.1717963150494485,SYN0-11
100,3,1.3500890719216256,-0.014925410961966125,0.22066788226739367,SYN0-11
100,5,1.4383772296629156,-0.07033745538733774,0.2607666913637634,SYN0-11
100,8,1.468133999885704,0.004807632379106228,0.2850415518986178,SYN0-11
100,12,1.5159057383366152,0.07011475574749762,0.2671794506598108,SYN0-11
100,20,1.4804979672648528,0.04263816710631132,0.22761648976781435,SYN0-11
200,1,1.1620728218009762,0.20755980408584154,0.08682859940905865,SYN0-11
200,2,1.3282515121376905,0.09501097175651661,0.1640950855834737,SYN0-11
200,3,1.426336232981062,-0.01833159270579177,0.19530267577804086,SYN0-11
200,5,1.576230140729994,-0.03587302357689073,0.20129629343323174,SYN0-11
200,8,1.7056464613027134,-0.1373384594066194,0.256579231572833,SYN0-11
200,12,1.64993683838926,-0.08723692667604137,0.335088285104942,SYN0-11
200,20,1.6260740748308273,0.079668001678532,0.25227145415037777,SYN0-11
400,1,1.2224451882004779,0.5706709267611455,0.03711944075571769,SYN0-11
400,2,1.2616978829405272,0.23978850610050068,0.14314373166225144,SYN0-11
400,3,1.3705906636519607,-0.07033327155317598,0.2372329680136251,SYN0-11
400,5,1.670220090991002,0.08204686498147361,0.15546697772714904,SYN0-11
400,8,1.838922968078967,0.05255963305987582,0.13101273469539126,SYN0-11
400,12,1.9319718987085952,0.028323957046081514,0.16267860535422346,SYN0-11
400,20,2.0587945995884356,-0.18686883472194438,0.20481040610829546,SYN0-11
